PID	P_1_freq	M_1_freq
V855	6.5	1.6
V855	0	17.6
V855	0	22.4
V855	6.1	0
V855	0	14.3
V855	28.4	33.3
V855	5.3	0
V855	8	0
V855	16.4	0
V855	5.7	0
V855	0	7.9
V855	6.5	0
V855	0	8.2
V855	12.5	50
V855	0	20
V855	15.6	45.3
V855	9.1	0
V855	6.2	0
V855	4.3	0
V855	18.9	56.5
V855	9.5	0
V855	23.8	0
V855	36.9	34.6
V855	44.4	36
V855	29.7	0
V855	0	28.9
V855	0	53.8
V855	0	14.2
V855	60.9	57.6
V855	21.4	0
V855	50	66.7
V855	31.4	40
V855	4.3	0
V855	30.7	56.2
V855	10.3	0
V855	4.1	0
V855	8.3	0
V855	0	10.7
V855	24.7	0
V855	28.8	0
V855	8.1	0
V855	36.7	14.8
V855	0	64.6
V855	0	16.7
V855	30.8	21.7
V855	28.6	22.4
V855	36.7	33.3
V855	7.6	0
V855	6	0
V855	7	0
V855	5.1	0.9
V855	4.8	0
V855	12	36
V855	6	0
V855	9.3	0
V855	8.2	0
V855	5.9	0
V855	23.2	40.7
V855	25.8	29.4
V855	5.7	0
V855	5.9	0
V855	9.3	0
V855	30.1	39.8
V855	55	80
V855	19.8	48.4
V855	34.6	51.5
V855	5.2	0
V855	0	38.2
V855	30.3	41.4
V855	6.4	0
V855	6.8	0
V855	6.3	0
V855	7.6	0
V855	10.5	0
V855	37	75
V855	44	0
V855	0.8	6
V855	9.1	0
V855	20.6	54.5
V855	8.8	7.1
V855	42.3	59.1
V855	13	0
V855	35.8	39.4
V855	8.1	0
V855	0	13.4
V855	0	13.8
V855	0	9.6
V855	0.7	10.3
V855	30.9	0
V855	6.8	0
V855	0	13.6
V855	38.2	55
V855	4.1	0
V855	10	31.4
V855	0	7
V855	17.3	0
V855	17.5	0
V855	6.1	0
V855	19.9	0
V855	25.2	39.7
V855	12.1	36.9
V855	29.1	51.4
V855	5.7	0
V855	0	9.5
V855	34.9	73
V855	6.2	0
V855	12.5	0
V855	5.6	0
V855	1.5	6.2
V855	8.9	0
V855	0	38.2
V855	8.7	0
V855	10.3	0
V855	63.6	92.4
V855	0	29.8
V855	0	4.9
V855	0	4.8
V930	1.9	0.9
V930	0	0
V930	0	6.1
V930	1	0
V930	43.6	46
V930	0	0
V930	0	0
V930	0	0
V930	0	6
V930	0	0
V930	2.2	0
V930	10.5	0
V930	6.1	1.4
V930	7.8	0
V930	0	0
V930	0	0
V930	26.3	40.5
V930	9.1	0
V930	0	0
V930	1.5	0
V930	0	0
V930	0	0
V930	1.1	0.9
V930	0	0
V930	4.4	0
V930	0	0
V930	0	1
V930	17.2	0
V930	0	0
V930	0	41.4
V930	0	0
V930	2.4	0
V930	4.6	0
V930	0	0
V930	0	0
V930	0	0
V930	0	0
V930	0	5.2
V930	0	0
V930	38.5	36.4
V930	23.1	65.8
V930	0	0
V930	0	0
V930	0	0
V930	0	0
V930	0	0
V930	8.2	0
V930	0	0
V930	0	0
V930	0	0
V930	7	0
V930	40.2	0
V930	0	0.6
V930	1.8	0.8
V930	0	0
V930	0	0
V930	31.4	0
V930	1.4	0
V930	0	32.9
V930	0	0
V930	10.5	0
V930	26.9	100
V930	0	0.4
V930	0	0
V930	5.2	0.4
V930	0	36.4
V930	6.7	0
V930	9.5	0
V930	0	25
V930	1.2	0
V930	0	0
V930	0	0
V930	1.3	0
V930	2.4	0
V930	32.7	96.4
V930	1.1	0.9
V930	0	0
V930	0	0
V930	0	96.4
V930	12.5	0
V930	1.3	0
V930	0	0
V930	0	0
V930	0	0
V930	36.1	0
V930	45.5	97.7
V930	0	0
V930	0	0.4
V930	0	0
V930	0	1.4
V930	0	0
V930	0	59.9
V930	21.7	0
V930	0.8	0
V930	0	0
V930	0	0
V930	0	24
V930	0	0
V930	0	0.2
V930	0	75.2
V930	0	0
V930	9.5	0
V930	0	0
V930	5.4	0
V930	0.7	0
V930	0	0.7
V930	25.9	48.1
V930	0	47
V930	33.3	0
V930	3.9	0
V930	0.8	0
V930	10.1	0
V930	8.5	0
V930	0	0
V930	1.4	0
V930	0	0
V930	6.7	0
V930	29.8	48
V930	0	0
V930	0	29.6
V930	1.3	0
V930	0	0
V930	1.3	62.7
V930	0	0
V930	0	0
V930	0	0
V930	0	0
V930	0	0
V930	9.5	0
V930	0	67.2
V930	0	5.1
V930	37.5	60.9
V930	0	0
V930	0	0
V930	0	0
V930	1.7	0
V930	1.9	0
V930	0	5.2
V930	0	98.7
V930	0	0
V930	36.4	0
V930	0	0
V930	21.7	0
V930	1.4	0
V930	46.7	100
V930	0	0
V930	4	0
V930	5.7	0
V930	5.1	0
V930	23.1	0
V930	27.3	95.9
V930	17.6	0
V930	27.6	26.9
V930	1.7	0
V930	4.6	0.3
V930	0	0
V930	0	0
V930	1.3	0
V930	0	0
V930	0	0
V930	0	0
V930	0	33.2
V930	0	0
V930	36.4	69.4
V930	1.5	0.7
V930	0	0.3
V930	0	0
V930	38.1	39.3
V930	29.5	50.4
V930	0	23.8
V930	0	63.7
V930	0	27.4
V930	1.2	0
V930	4.2	0
V930	14	0
V930	1.4	0.3
V930	0	36.1
V930	0	35
V930	0	0
V930	2.9	0.5
V930	0	0
V930	0	0
V930	1.5	0
V930	0	0
V930	30.6	0
V930	0	0
V930	0	0
V930	0	0
V930	1	0.5
V930	0	0
V930	1	0
V930	0	0
V930	0	0
V930	0	0
V930	0	0
V930	5.9	0
V930	31.2	0
V930	1.1	0.5
V930	0	0
V930	0	0.9
V930	0	0
V930	0	29.8
V930	0	0
V930	0	50.9
V930	2.7	0.5
V930	0	0
V930	0.5	0
V930	0	20.6
V930	6.2	0
V930	42.9	0
V930	34.5	97.5
V930	0	0
V930	3.5	0.4
V930	9.5	0
V930	30	96.9
V930	0	29.7
V930	18.8	98.5
V930	13.9	0
V930	1.9	0
V930	0	0
V930	17.6	89.1
V930	0.6	0
V930	15.2	35.5
V930	0	23.2
V930	0	23.3
V930	8	0
V930	1.4	0.6
V930	0	0
V930	5	0
V930	0.6	0
V930	5.5	0.5
V930	1.3	0.6
V930	0	0.4
V930	0	0
V930	0	0
V930	0	0
V930	6.1	0
V930	0	0.9
V930	0	0
V930	0	0
V930	0	0
V930	0	0
V930	0	0
V930	0.9	0.3
V930	0	0
V930	0	31.2
V930	2.6	0
V930	0	0
V930	0	0
V930	0	0
V930	1.4	0.2
V930	3.6	0
V930	0	2.5
V930	0	0
V930	5.2	0
V930	1.2	0
V930	0	37
V930	0	0
V930	0	0
V930	0	0
V930	0	23.3
V930	0.3	1.2
V930	2	0
V930	2.9	0
V930	1.8	0
V930	0.4	0
V930	0	0
V930	5.6	0
V930	21.5	64.9
V930	7	0
V930	11.4	0
V930	0	0
V930	5.2	0
V930	0	0
V930	0	0
V930	0	0
V930	0	0
V930	1.2	0
V930	0	0
V930	0	0
V930	0	0
V930	0	33.5
V930	8.3	0
V930	2.1	0
V930	5.6	0
V930	0	0
V930	0	0
V930	0	0
V930	39.1	21.9
V930	31	75
V930	0	0
V930	0	0
V930	5.5	0
V930	0	0
V930	0	0
V930	0	26.1
V930	22.9	57.5
V930	2.1	0
V930	0	0
V930	0	25
V930	0	0
V930	0	0
V930	0	0
V930	0	0
V930	0.9	62.8
V930	1.1	0
V930	0	18.9
V930	36.2	55.7
V930	2.2	0
V930	1.3	0
V930	13	2.4
V930	0	0
V930	11.1	0
V930	9.8	0
V930	0	0
V930	38.9	42.1
V930	0	0
V930	0.8	0.5
V930	6.4	0
V930	40	42.5
V930	0	21.1
V930	2.3	0
V930	1	0
V930	0	0
V930	1	0.5
V930	0	28.6
V930	4.3	0
V930	0.4	0
V930	1.5	0
V930	0	0
V930	0	35.8
V930	0	0
V930	1.1	0
V930	1.7	0
V930	0	0
V930	0.8	0.5
V930	0	0
V930	21.1	0
V930	0	0
V930	12.1	0
V930	0	39.2
V930	1.9	0
V930	32.7	60.9
V930	16.2	0
V930	8.5	0
V930	0	0
V930	0	0
V930	4.9	0.5
V930	1	0
V930	0	0
V930	0	0
V930	6.8	0
V930	0	0
V930	0	1.2
V930	0	0
V930	0	0
V930	6	0
V930	35.1	30.4
V930	0	0
V930	38.8	62.3
V930	1.8	1.8
V930	34.9	36
V930	0	4.9
V930	9.1	0
V930	0.9	0
V930	6.7	0
V930	0	0
V930	0.5	0.3
V930	26.5	42.6
V930	0	0
V930	14.3	0
V930	36.1	33.9
V930	0	0
V930	0	35.2
V930	0	0
V930	41.3	58.2
V930	0	56.2
V930	0	0
V930	9.1	0
V930	43.7	33.3
V930	0	0
V930	0.8	0
V930	0.7	0
V930	0.9	0
V930	10	30.9
V930	0	0
V930	79.4	64.7
V930	79.4	64
V930	0	9.8
V930	0	13.8
V930	1.2	0
V930	0	9.6
V930	0	0
V930	0	27.3
V930	0	10.2
V930	0	12.4
V930	8.2	0
V930	0.9	0
V930	0.5	0.5
V930	0.9	0
V930	0	13.9
V930	0	0
V930	0	0
V930	0	0
V930	6.7	0
V930	0	0.7
V930	62.8	89.3
V930	0	98
V930	2.4	0
V930	0.7	0.4
V930	0	0
V930	60	95.6
V930	0	0
V930	3.3	0
V930	0	0
V930	0	0
V930	0	0
V930	0	0
V930	0	0.8
V930	0	0
V930	0	24.8
V930	0	0
V930	0	0
V930	6.1	0
V930	0	0
V930	0	0
V930	1.7	0.5
V930	0	0
V930	34	40.1
V930	0	0
V930	36.7	47.2
V930	0	53.7
V930	0	0
V930	0	0
V930	0	0
V930	0	20.3
V930	35.9	49
V930	0	0
V930	0.9	0
V930	0	6
V930	10	0
V930	2.1	0
V930	0	0
V930	1	0
V930	1.2	1
V930	20	0
V930	0	0.9
V930	0	29.2
V930	2.2	0.4
V930	1.3	0
V930	32.6	62.5
V930	10	0
V930	0	0
V930	1.2	0
V930	5.3	0
V930	7.5	0.8
V930	0	0
V930	1	0
V930	5.4	0
V930	1.1	0.5
V930	2.4	0
V930	46.3	98.3
V930	34.6	0
V930	0	0
V930	0	39.4
V930	0	0
V930	0	5.1
V930	6.7	0
V930	73	94.2
V930	1.7	0
V930	0	0
V930	2.7	0
V930	0	31.2
V930	0	0
V930	35.2	60.5
V930	8	0
V930	0	26.5
V930	1.2	0
V930	5.4	0
V930	0.7	0
V930	37.2	59.3
V930	30.2	59.6
V930	0	32.3
V930	0.6	1
V930	1.2	0
V930	30.6	29.9
V930	0	39.4
V930	0	0
V930	0	0
V930	0	0
V930	0	32.9
V930	0	0
V930	0	0
V930	0	75.6
V930	0	0
V930	0	0
V930	0	0
V930	0	0
V930	60.9	81.6
V930	0.9	0
V930	0	15.9
V930	0.7	0
V930	0.8	0.4
V930	0	0
V930	0.8	0.4
V930	2.1	0.3
V930	0.3	11.4
V930	0	0.5
V930	2.6	0
V930	0	0
V930	0	13.6
V930	0	13.8
V930	0	0
V930	27.3	0
V930	55.1	88.9
V930	0	0
V930	0	0
V930	0	20.7
V930	0	0
V930	0	0
V930	0	0
V930	2.9	0
V930	0	0
V930	0	0
V930	0	0
V930	0.7	0
V930	1.2	1.1
V930	0.8	0
V930	0	0
V930	0	45.5
V930	1.4	0
V930	0	0
V930	2.1	1
V930	0.6	0
V930	7.8	0.9
V930	32.7	54
V930	0	0
V930	0	18.1
V930	37.5	48
V930	32.8	41.9
V930	0	35.3
V930	43.9	54.1
V930	0	0
V930	1.9	0
V930	37.1	32.8
V930	6	0
V930	27	27.8
V930	0.7	0
V930	1.4	0
V930	40	24.5
V930	31	0
V930	0	0.3
V930	0	8.9
V930	7.4	0
V930	0	17.2
V930	0	0
V930	0	1.3
V930	6.3	0.4
V930	5.4	0
V930	0	0.5
V953	0	0
V953	10.5	3.3
V953	0	0
V953	10.5	0
V953	25	0
V953	30	0.5
V953	23.5	54.8
V953	0	4.8
V953	13.8	0
V953	0	1.4
V953	10.3	0
V953	21.1	1.2
V953	15.6	1.1
V953	0	3.2
V953	26.1	0
V953	0	0
V953	0	27.8
V953	0	2.4
V953	0	2
V953	9.8	0.6
V953	0	0
V953	0	0
V953	27.8	0
V953	11.4	0
V953	0	0
V953	9.6	0
V953	11.2	0
V953	9.6	0
V953	8.8	0
V953	28.6	0
V953	9.3	0
V953	13.3	0
V953	9.6	0
V953	18.8	0
V953	7.5	0
V953	16.2	0
V953	6.7	0
V953	9.8	0
V953	8.2	1
V953	0	0
V953	1.4	0
V953	2.2	0.8
V953	9.3	0
V953	17.2	0
V953	10.6	0
V953	17.8	0
V953	10.5	0
V953	11.4	0
V953	5.9	0
V953	6.8	0
V953	7.1	1.3
V953	6.5	0
V953	1.9	1.9
V953	0	1.5
V953	7.5	0
V953	5.5	0.7
V953	10.3	0
V953	0	0
V953	0	0
V953	21.3	0
V953	12.9	1
V953	9.1	0
V953	7.3	0.7
V953	12.5	0
V953	12.5	0
V953	0	2.7
V953	6	0
V953	11.1	0
V953	16	0
V953	16.9	32.5
V953	9.2	0
V953	14.3	0
V953	0	0
V953	6.5	39.8
V953	42.9	0
V953	0	0
V953	6.3	0.5
V953	8.3	0
V953	2.6	5.9
V953	0	0
V953	36.7	69.1
V953	12.8	0
V953	0	0
V953	9.5	0
V953	2.2	0
V953	3.1	0
V953	5.7	0.4
V953	0	1.8
V953	0	0.8
V953	36.7	0
V953	2.1	0
V953	0	0
V953	11.8	0
V953	36.8	0
V953	9.8	0
V953	8.6	0
V953	0	29.2
V953	0	15.4
V953	10.5	0
V953	10.5	1.7
V953	53.3	0
V953	0	0.7
V953	0	7.2
V953	0	2.5
V953	0	0
V953	0	1.1
V953	0	0
V953	11.1	0
V953	6	0
V953	42.2	47.8
V953	12.5	1.9
V953	9.8	0
V953	9.2	0
V953	8.5	0
V953	0	0
V953	5.8	0
V953	4.8	0
V953	8.5	0
V953	7	0
V953	9.8	0
V953	0	0
V953	7.8	0
V953	16.1	0
V953	23.5	0
V953	23.5	0
V953	0	19.2
V953	0	0
V953	14.3	1.3
V953	11.1	0
V953	20.9	0
V953	2.4	0
V953	0	16.8
V953	20.5	14.5
V953	13.3	1.1
V953	13.8	0
V953	0	0
V953	28.3	12.8
V953	8.7	0
V953	0	0
V953	2.1	0.5
V953	14.6	0
V953	9.8	0.5
V953	7.9	0.6
V953	16	0
V953	35.3	47.8
V953	9.1	0
V953	7.1	0
V953	9.5	0
V953	10.8	0
V953	1.6	0.9
V953	8.9	0
V953	0	0
V953	12.1	0
V953	0	0
V953	0	0
V953	0	0
V953	13.9	0
V953	10.5	0
V953	11.6	0
V953	17.9	0
V953	0	20.3
V953	0	0
V953	10	0
V953	0	0
V953	2.1	1
V953	0	0
V953	0	0
V953	10.3	0
V953	11.6	0.7
V953	17.4	0
V953	12.5	0
V953	8.7	0.6
V953	7.6	1
V953	2.8	0.8
V953	9.8	0
V953	5.6	0.4
V953	8.9	0
V953	17.4	0
V953	6.2	0
V953	7.6	0
V953	11.6	0
V953	10.8	0
V953	16.7	0
V953	21.1	17.2
V953	0	0
V953	0	0
V953	9.7	0
V953	7.1	0
V953	1.7	21.1
V953	0	0
V953	8.9	0
V953	0	0
V953	18.2	0
V953	6.7	0.3
V953	4.5	0
V953	0	0.9
V953	1.9	0
V953	7	0
V953	7.5	0
V953	6.7	0
V953	0	0
V953	2.2	1.2
V953	10.3	0.3
V953	14.8	0
V953	23.3	1.3
V953	12.5	0
V953	0	0
V953	0	0
V953	12.5	0
V953	23.1	0
V953	0	0
V953	2.3	0
V953	15	0
V953	4.2	1.7
V953	12	0
V953	6.3	0
V953	5.9	0
V953	1.5	1
V953	13.8	0
V953	9.8	0
V953	0	0.8
V953	10.7	0
V953	7.5	0
V953	23.1	0
V953	36.1	64.2
V953	6.4	0
V953	1.5	1.3
V953	1.7	0
V953	1.6	2
V953	21.9	29.7
V953	5.3	0
V953	0	0
V953	8.2	0
V953	12.5	2.4
V953	8.9	0
V953	0	0
V953	20	0
V953	7.8	0
V953	8.3	1.1
V953	15.6	0
V953	0	0
V953	0	1.1
V953	0	0
V953	0	0
V953	0	3.7
V953	0	0
V953	12.9	0
V953	17.6	42.1
V953	0	0
V953	0	1.1
V953	0	0.5
V953	5.5	1.5
V953	22.6	0
V953	9.8	1.4
V953	9.5	1.2
V953	0	2.6
V953	0	0
V953	0	0
V953	6.9	0
V953	8.3	0.7
V953	7.6	1.4
V953	0	0
V953	0	0
V953	9.6	0
V953	15.4	0
V953	17.6	0
V953	1.6	0
V953	3.9	0
V953	9.8	0
V953	9.1	0
V953	0	0
V953	35.6	72.7
V953	19.2	0
V953	0	0
V953	8.2	0
V953	0	2.2
V953	16.7	0
V953	42.2	68.4
V953	0	4.4
V953	0	0
V953	7.2	0
V953	0	0.6
V953	8.7	0
V953	4.3	0
V953	1.6	0
V953	0	14
V953	8.2	0
V953	14.3	0
V953	0	0
V953	15.2	0
V953	8.3	0
V953	7	0
V953	6	0
V953	0	1
V953	0	1
V953	0	0
V953	20.5	0
V953	43.2	75.4
V953	9.8	0
V953	10.3	0
V953	0	0.9
V953	0	0
V953	11.8	1.2
V953	5.5	0
V953	4.1	1.1
V953	20	0
V953	0	2.8
V953	27.8	0
V953	0	1.2
V953	12.3	0
V953	0	0
V953	5.4	0.2
V953	10.5	0
V953	15.2	0
V953	10.8	0
V953	0	0
V953	0	0
V953	0	0
V953	16	0
V953	0	0.5
V953	0	0
V953	0	0
V953	9.3	0
V953	40.5	66.2
V953	0	0
V953	0	0
V953	13.3	0
V953	13.5	0
V953	16.4	0
V953	0	0
V953	0	62.9
V953	20.8	0
V953	0	0.6
V953	14.8	0
V953	0	0
V953	13.3	0
V953	23.3	68.8
V953	0	0
V953	5	2
V953	5.8	0.8
V953	18.2	0
V953	18.5	47.8
V953	10.5	0
V953	0	1.3
V953	0	0
V953	10.5	0
V953	0	0
V953	16.7	0
V953	8.3	0
V953	15.4	0
V953	0	1
V953	10.9	0
V953	0	16.7
V953	10.2	0
V953	11.9	19.4
V953	12	0
V953	5.7	0
V953	10	0
V953	5.2	0
V953	3	0
V953	0	0
V953	0	0
V953	0	0
V953	0	0.9
V953	10	0
V953	0	0
V953	6.6	0
V953	8.6	0.3
V953	14.3	12
V953	5.3	0
V953	13.3	0
V953	27.5	40
V953	6.2	0
V953	14.3	0
V953	0	8.2
V953	0	1.7
V953	6.7	0
V953	12.2	0
V953	6.8	0.9
V953	8.7	0
V953	23.8	0
V953	8.2	0
V953	0	17.5
V953	11.1	0
V953	13.8	0
V953	2.4	1.2
V953	0	1.3
V953	28.1	0
V953	12.3	0
V953	1.7	0
V953	8.5	0
V953	0	9.4
V953	0	1.2
V953	0	0
V953	14.9	0
V953	9.4	0
V953	10.3	0
V953	10.8	0
V953	12.2	1.9
V953	0	2.3
V953	0	0
V953	27.8	30.3
V953	10	1.6
V953	0	0
V953	0	0
V953	19	0
V953	14.8	0
V953	0	0.6
V953	0	0
V953	11.4	0
V953	10.5	0
V953	10	0
V953	2.2	2.1
V953	1.2	0.6
V953	11.8	0
V953	0	0.8
V953	0	0.6
V953	0	1.2
V953	6.4	1
V953	9.3	0
V953	9.9	0
V953	5.2	0
V953	23.3	0
V953	14.8	0
V953	3.7	0
V953	0	0
V953	0	20.5
V953	0	3.6
V953	0	2.4
V953	7.9	0
V953	9.5	0
V953	8.7	0
V953	19	0
V953	10	0
V953	10.5	0
V953	21.1	29.6
V953	0	0
V953	3.8	29.3
V953	6.7	0
V953	0	0
V953	0	0
V953	2.4	0
V953	12.6	0.2
V953	8.6	0
V953	14.8	0
V953	0	0.9
V953	3.3	0.8
V953	0	0.4
V953	11.8	0.9
V953	21.1	0
V953	0	0
V953	41.7	0
V953	0	0
V953	0	0
V953	18.2	0
V953	18.2	0
V953	0	0
V953	0	0
V953	0	2
V953	15	0
V953	0	0
V953	0	7.1
V953	18.8	31.4
V953	0	0
V953	0	1.5
V953	18.8	0
V953	10.5	1.5
V953	13.6	13.5
V953	19.1	0
V953	2.3	0
V953	12.2	0
V953	1.3	0.5
V953	11.6	0
V953	0	14.1
V953	11.8	0
V953	9.3	0
V953	9.6	0
V953	10.5	0
V953	6.3	0
V953	7.5	1
V953	11.8	0
V953	8.3	0
V953	10	0.8
V953	17.4	0
V953	0	0
V953	2.1	0.5
V953	0	0.8
V953	5	0
V953	0	1.6
V953	10.3	0
V953	0	0.9
V953	0	0.7
V953	10.5	0
V953	25	18.5
V953	12.1	0.9
V953	8.5	0
V953	11.1	0
V953	1.8	0.8
V953	13.5	0
V953	0	0
V953	0	17
V953	12.1	0
V953	26.9	63.8
V953	7.8	0.4
V953	12.5	0
V953	7.2	0
V953	0	0
V953	0	0
V953	1.5	0.6
V953	0	5.6
V953	0	3
V953	0	0
V953	2.8	0
V953	0	10.9
V953	18.5	23.6
V953	10	0
V953	17.7	0
V953	0	2.2
V953	50	68.9
V953	14.8	0
V953	7.7	19
V953	14.8	22.6
V953	7.9	0
V953	0	0.5
V953	59.2	63.4
V953	0	1.8
V953	0	0.5
V953	15.6	15.6
V953	0	1.2
V953	0	0
V953	0	0.8
V953	1.9	1.2
V953	3.9	0
V953	10	0.6
V953	10.5	0
V953	0	0
V953	0	0
V953	0	0
V953	0	4.5
V953	66.7	61.7
V953	0	4.7
V953	5	1.4
V953	15.8	0
V953	1	0.5
V953	22.7	24.3
V953	1.9	0
V953	9.6	0
V953	13.5	17.1
V953	10.3	0
V953	0	0
V953	62.5	54.5
V953	0	0
V953	21.4	0
V953	29.4	29.5
V953	47.4	0
V953	0	0
V953	0	0
V953	2.9	0
V953	0	0
V953	2.2	0
V953	0	0
V953	0	0
V953	14.8	0
V953	6	0
V953	0	0
V953	8.3	0
V953	0	26.3
V953	8.6	0
V953	0	0
V953	34.6	0
V953	0	23.5
V953	0	0
V953	6.7	0
V953	7.7	0
V953	39.6	43.6
V953	11.1	0
V953	11.1	29.3
V953	7.6	0
V953	10.7	0
V953	0	7.1
V953	45	44.1
V953	23.5	22.6
V953	2.6	0
V953	2.6	2.2
V953	5.2	0.9
V953	16	0
V953	0	1.5
V953	22.2	16.1
V953	1.2	0
V953	0	0
V953	5	0
V953	34.8	38.3
V953	14.8	0
V953	21.2	18.2
V953	13.3	0
V953	4.5	0
V953	1.4	13.3
V953	5.6	1
V953	11.5	0
V953	8.6	0.8
V953	2.7	1.6
V953	10.5	0
V953	8.2	0
V953	4.3	0.7
V953	9.1	0.5
V953	8.5	0
V953	0	0
V953	13.3	0
V953	8.7	0
V953	13.8	0
V953	3.8	0
V953	11.6	1.5
V953	33.3	49
V953	9.3	1.2
V953	4.3	1.6
V953	11.4	0
V953	17.4	0
V953	0	0.7
V953	0	0
V953	25	35.1
V953	0	0
V953	2.6	0.6
V953	18.2	0
V953	4.8	0
V953	0	0
V953	10.2	1.9
V953	0	1.9
V953	0	0
V953	0	5.2
V953	2	0.7
V953	9.5	0
V953	13.3	1.9
V953	35.3	50
V953	6.8	0
V953	0	21.9
V953	16.7	0
V953	11.4	0
V953	12.8	0
V953	15.7	0
V953	0	18.9
V953	7.6	0
V953	0	0
V953	15.4	0.7
V953	2	1.3
V953	31.2	0
V953	7.3	0
V953	19.6	18.3
V953	2.1	0
V953	0	0
V953	8.9	0.9
V953	0	2.1
V953	3.1	0
V953	0	0
V953	0	0.2
V953	2.9	0
V953	0	0
V953	7.7	0
V953	9.3	0.7
V953	2.4	1.3
V953	0	0.7
V953	11.4	0
V953	8	0.4
V953	7.4	0
V953	7.8	0
V953	7.3	0
V953	1.5	0
V953	12.7	30.8
V953	2	1.2
V953	10	1.8
V953	0	0
V953	0	0
V953	0	0
V953	0	0
V953	18.2	0
V953	0	0.7
V953	0	0
V953	9.1	0
V953	0	0
V953	12.1	0
V953	6.7	0.5
V953	12.8	0.7
V953	0	0
V953	2.2	0.9
V953	12.5	0
V953	8.5	0
V953	0	1.1
V953	6.4	0
V953	12.5	0
V953	6.4	0.4
V953	0	0
V953	38.9	2.3
V953	4.2	0
V953	3.7	0.9
V953	19	0
V953	22.2	0
V953	16.7	0
V953	35	52.9
V953	0	0
V953	0	7.1
V953	13.2	0
V953	3.7	0
V953	10.8	0
V953	8.2	0
V953	16	0
V953	0	1.2
V953	0	1.5
V953	23.8	43.4
V953	0	0
V953	0	0
V953	0	19.7
V953	0	0
V953	6.2	0
V953	1.9	0.9
V953	2.7	0
V953	0	19.3
V953	1.6	0
V953	0	0.8
V953	8.4	0
V953	4.7	0
V953	8.6	0
V953	15	0
V953	1.9	4.6
V953	0	0
V953	0	0
V953	2.7	1.9
V953	8.5	0
V953	45.8	55.1
V953	0	5.9
V953	0	0
V953	9.8	2.2
V953	9.6	0
V953	3	0
V953	0	2.2
V953	15.4	0
V953	6.1	0
V953	0	5.1
V953	0	6.7
V953	0	0
V953	0	0
V953	13.2	0
V953	50	60.3
V953	0	0
V953	1.6	1.2
V953	8.9	0
V953	0	0
V953	2	0.8
V953	6.5	0.5
V953	12.2	1.2
V953	5.3	4.5
V953	0	0
V953	0	9
V953	0	0
V953	0	0
V953	0	0.7
V953	5	21.1
V953	4.3	0
V953	5.1	0
V953	0	1.2
V953	0	6.5
V953	13.6	0
V953	0	0
V953	10.8	0.9
V953	0	0.5
V953	8.9	0.6
V953	9.3	0
V953	0	0
V953	0	0.8
V953	0	0
V953	12.3	0
V953	0	4.8
V953	13.9	0
V953	0	0
V953	0	0
V953	22.2	0
V953	0	13.2
V953	5.6	0
V953	0	0
V953	0	0
V953	6.4	0
V953	16	0
V953	3.2	0.4
V953	7.9	0
V953	11.8	0
V953	8.7	1.6
V953	17.2	1.7
V953	5.4	0.6
V953	0	0
V953	14	0.5
V953	0	24.3
V953	10.5	1
V953	14	0
V953	15	0
V953	5.8	0.6
V953	10.5	0
V953	2.2	0
V953	5.1	0
V953	0	0
V953	16.7	0
V953	2.9	1.3
V953	0	1.1
V953	1.2	1.2
V953	1.4	0.7
V953	0	0.8
V953	20	0
V953	9.6	0
V953	1.9	1
V953	0.9	0.3
V953	16	0
V953	5	0.8
V953	0	6.2
V953	10.9	1.5
V953	0	0
V953	0	0
V953	12.9	0.4
V953	9.3	0
V953	0	0.4
V953	2.7	0
V953	10.8	1.3
V953	0	1.1
V953	0	0
V953	0	1.4
V953	1.1	0
V953	2.5	1.6
V953	0	15.7
V953	8.5	0
V953	0	0
V953	6	0.6
V953	13.8	0
V953	7.5	0
V953	0	1.8
V953	1.9	0.7
V953	9.5	0
V953	9.1	0
V953	1	0.4
V953	0	0
V953	0	0.7
V953	0	0
V953	0	0.6
V953	0	13.2
V953	1.7	0.4
V953	15.5	0
V953	0	0.7
V953	1.5	0
V953	0	0.6
V953	1.7	0
V953	0	1.4
V953	0	2.7
V953	5.4	0
V953	9.1	0
V953	6	0
V953	12.1	0
V953	0	0
V953	13.8	1.1
V953	2.9	0
V953	10	0
V953	10	0
V953	10.3	1.1
V953	10.5	1.5
V953	0	0.6
V953	0	0.6
V953	7.3	0.4
V953	0	0
V953	9.1	0.8
V953	10	0
V953	0	0.5
V953	3.2	0
V953	0	0
V953	0	0
V953	2.6	0.8
V953	1.9	0
V953	10	0
V953	4.5	0
V953	12	34.9
V953	12.9	0.7
V953	9.3	0
V953	17.4	0
V953	0	0.8
V953	1.4	0
V953	0	1
V953	17	0
V953	14.3	0
V953	11.1	0
V953	5.5	0
V953	18.2	0
V953	2.5	2.1
V953	0	0.6
V953	28.6	0
V953	6.9	33.8
V953	50	54.5
V953	0	0.6
V953	0	0.3
V953	6.7	0.5
V953	0	1.1
V953	0	0
V953	0	10
V953	10.8	0
V953	0	5.4
V953	9.5	0
V953	30.5	59.7
V953	12.5	0
V953	18.8	1.8
V953	18.9	0
V953	5.1	0
V953	5.9	0
V953	0	0
V953	7.2	0
V953	13.3	0.9
V953	25	17.4
V953	9.5	0.7
V953	24.3	0
V953	4.7	0
V953	15.8	0
V953	0	0.5
V953	47.5	52.2
V953	4.8	0
V974	36.4	23.6
